label,data
1,저스틴비버나 연애인들도 신청하고 그랬는데 2억이래 한 번 가는 게
1,이래서 난 돈을 못 버나 바 의심 파티걸
1,나도 가보고 싶다
1,워후... 근데 화성으로 첫 이주하는 사람들 중 다수는 죽을 거라던데
1,무중력 체험해 보고 싶음… 헐헐 왜 죽어...
1,아니 근데 우주여행 한번 다녀오면 골다공증생긴다던데
1,우주에서는 중력이 없으니까 근육이 지탱을 안하고 그래서 뼈나 관절 움직이는 거에도 지구만큼의 무리가 없으니까 지구 오면 순간적으로 근육이랑 뼈에 무리가 엄청 커서 걷지도 못함.
1,우주비행사들 휠체어 타고 다니잖아 익숙해질 때까지
1,헐헐 그런 거구나... 너네 똑똑하네
1,ㅜㅜ 무서워 난 지구에 살래
1,그래도 우주 개발이나 다른 행성 이전 연구는 필요하니까
1,응... 근데 남 얘기 같음 아직
1,"화성 진짜 옛날부터 들었던 것 같은데 벌써 추진 중이구나 세상 빠르다,"
1,세상에 똑똑이들 엄청 많음...
1,유명한 범죄 프로파일러가 범죄자들 보고 여깄는 사람들 다 너보다 엄청 똑똑한 사람이니까 괜히 잔대가리 굴리지 말고 증거인멸이네 뭐네 하려고 까불지 말라고 귀찮다 함 키키
1,나만 빼고 다 똑부러지고 멋져...
1,키키 인정 우리도 할머니 되면 우주여행 갈라나
1,근데 난 멍청이 인생도 좋다
1,내가 이렇게 멍청이가 아니었더라면... 난 더 좋았을 거 같은걸...
1,너 머리 좋잖아 수학 백점
1,요즘 머리털 때문에 스트레스 받아 머리 왜 안 자라
1,나는 내가 좋아하는 것만 파는 거고 그것도 잘하는 건 아니니까 키키
1,아 나도 요즘 머리 진짜 듯이 빠져... 난리 남
1,머리 한번 감고 말리면 머리카락이 한 주먹 꽉 참
1,너 얼마 전에 잘랐잖아 키키
1,근데 넌 숱이 많으니 괜찮지 않나
1,많아도 빠지는 거 보면 불안하다고 ㅠㅠ 우리 아빠 대머리라...
1,난 정수리에 머리가 없음…
1,"앗, 여자는 탈모 유전 아니야"
1,그리고 나 스물초에 스트레스 한창 받을 때 탈모 생겼었는데 아직도 거기 많이 빔
1,나중에 흰머리 나면 너네 계속 염색할 거냐
1,"여자 탈모 다 스트레스라 했음 ㅜ 난 안 할 듯, 귀찮아"
1,우리 외가쪽 여자들 내력이 흰머리가 되게 빠른 나이부터 자람...
1,그래서 울 엄마 40초인가부터 흰머리 엄청 자라서 지금까지 계속 염색하시는데 넘 귀찮아...
1,ㅜㅜ 탈모 샴푸 써야 하는가 아니냐
1,나도 요즘 헤어 식초 씀... 두피 걱정돼서
1,염색 우리 엄마더...
1,"그것도 다 자연의 섭리라 생각하자,"
1,패스트 샴푸 써 본 사람 있냐
1,아 페스트 써 보고 싶어 미치겠는디 머리 다 끊긴다며
1,마자 그거 머리 늘어나는 건가 자라는 게 아니고
1,요즘은 괜찮다던데 사실 써본 적이 없어서 멀 사야 할지 ㅜ
1,맞아 나도 **처럼 알고 있는데 요즘엔 달라졌을 수도 있겠다. 중학생 때였나 들은 거라
1,ㅠㅠ 근데 별로 안 좋긴 할 듯
1,"근데 패스트라기에는 두피 건강하게 해서 빨리 자라게 하는 거랭, 그래서 예전보단 느리게 자라는 것 같음"
1,아? 그래도 늘리는 것보다 좀 느려도 건강하게 자라는 게 좋지
1,오오 진짜냐 그럼 좋은 거구나 몰랐네
1,근데 리뷰 너무 케바케라 고민의 굴레에 빠짐 키키
1,아 진짜 스트레스는 만병의 근원이야.
1,스트레스 때문에 생긴 탈모로 몇 년을 긴머리여도 포니테일을 못함 머리 비어서
1,맞아 믿진 못하겠어 광고에서 못할 말이 뭐야 ㅠㅠ
1,너 그런지 몰랐네 ㅠ
1,나이 드니까 머리털 건강은 신경 쓰게 되네 하하. 슬프지 않니
1,맞어... 뭐든 건강은 잃으면 돌아오지 않아 어려워
1,ㅠㅠ 맞아 젊을 때 관리하는 게 맞는 듯...
1,우리 엄마도 20대 때 머리 구멍난 거 아직 있더라...
1,난 머리털도 얇아서 더 신경 쓰임 ㅜ
1,난 다행히 모발은 엄청 두껍고 억센 편인데 그래서 매직도 잘 안 먹고 뭘 해도 안 먹어
1,난 모발은 얇고 숱 많은 곱슬이라 노답
1,키키 난 직모라서 파마 한 달 컷 ㅜ
1,키키 그래도 고데기에 매직에 염색 탈색 매직을 그렇게 했는데도 모발 굵어서 이 정도라고 하시더라...
1,우리 머리 타고난 게 다 다르네 키키
1,키키 야 셋 중에 같은 사람이 한 명이 없다
1,이런 게 dna의 신비로움 아니겠어
1,키키 그치 우리 다 다름
1,키키 ㄱ 근데 건강은 셋 다 안 좋아
1,그거 인정. 안마의자 좀 사주라
1,ㅠㅠ 안마의자 그냥 안마 받고 싶음
1,안마의자 살라 했는데 집대문이 작아서 못 삼
1,키키 겁나 웃기네 안마의자도 돈인데 들이는 것도 돈이네...
1,키키 그렇지 모... 안마의자 생각보다 안 시원해
1,그니까 키키 나 타이 마사지 가끔 받는데 진짜 좋긴 함 ㅜ
1,아 마사지 진짜 너무 받고 싶음... 몸이 너무 쑤셔
1,와 타이 마사지. 우리 여행 가지 말고 마사지 받으러 갔다 타이 음식 먹자...
1,3만원이면 받을 수 있어 함 가자
1,타이음식은 왜 먹노 키키
1,난 외국 가서도 한식 인터넷으로 주문해서 먹을 사람임
1,왜 맛있는데 우리 집에 타이면랑 쌀국수면 다 있음 ㅠ
1,아 옷 사고 싶어서 아이쇼핑 는데 23만원이라 못 삼 ㅜ
1,언제나 말하지만 나 100만원 담겨있으니까 쉿
1,키키 아이쇼핑 건 뭐야 키키
1,돈 쓰는 게 가장 스트레스 풀림…
1,앗ㅋㄱ 넌 옷 많이 사지 않냐
1,난 안 산 지 오래됨
1,옷 산 지가 언제여...
1,저번에 여름옷 오랜만에 한 번 산 거 할부금 지금도 갚는다
1,키키 뭘 샀길래 아직도 할부로 갚아…
1,얼마길래 아직도 갚냐 뭐 오백 지름?
1,아니 그냥 티 몇 개 삼... 한 30인가 샀는데 돈 없어서 5만원씩 할부로 갚음 하하
1,와 티 몇 개가 30? 너 생각보다 좋은 거 입고 다니는구나
1,맨날 원피스만 봐서 몰랐네
1,"키키 난 그래서 돈 모아서 한방에 질러 아니면 친구들 옷 사거나? 어차피 한 철 입을 거,"
1,키키 아니 티랑 바지랑 다해서 한 10벌 쯤 산 듯 신발도 있었고...
1,아 바지도... 난 맨날 싼 거 샀다가 안 맞아서 누구 줌… 그냥 제 가격 주고 맞는 거 사야 되는데
1,나한테 다들 팔아 플리마켓 열자
1,맞앙. 나는 근디 이번에 산 거 전에는 다 고등학교 때부터 입던 반팔 아니면 2년 내로 산 건 한 벌에 5000원 정도라 다 늘었는데 받아주냐
1,너무 좋아... 가자 플리마켓
1,키키 일단 상태부터 보실게요 중고거래 마니아임
1,키키 ㅌ 키키 그냥 의리로 보지 말고 사자 ㅠ
1,나도 구제옷 좋아함... 구제로 산 거 10년 입음... ** 옷은 노…
1,장당 백 원 받기 전에 쉿 나 까다로운 구매자라구
1,사람이 인터넷으로 구매하는 거여도 마 의리가 있어야지
1,키키 입고 다닐 수 있는 거 팔자…
1,** 한테 산 가디건은 잘 입고 있어 아주 굿
1,오늘 끝나면 다 사진 보내라
1,난 입고 다니는데...
1,아 요즘 드라마 유튜브 다시보기 왜 이렇게 재밌냐 ㅠㅠ
1,배우들 연기 미쳤네
1,키키 뭐 보는데 옛날 게 잼있음 ㅠㅠ
1,난 진짜 이제 더 이상 영상물도 20분 보기 힘듬
1,이태원클라쓰 보다가 지금 스카이캐슬 틀어둠
1,키키 아 진짜? 명작만 보네...
1,"둘 다 재미없던데 난, 난 드라마 체질이 아닌 듯 ㅜ 기다리기 싫어"
1,나도 기다리는 거 못해서 다 끝날 때쯤 한 번에 봄
1,키키 난 영화보다 드라마가 더 좋아...
1,** 너는 뭐 보냥
1,난 영화 거의 다 보지 근데 요즘은 귀찮아서 그마저도 안 봐
1,잘 시간도 없음 거의 연예인
1,키키 인정하지. 시간 내서 영화를 보거나 집중을 하거나 이럴 시간은 없음
1,인정... 뭐 할 때 틀어 놓는 거라 다시보기밖에 못 함...
1,거의 그냥 겉핥기식으로 보거나 클립만 봄
1,맞어 키키 근데 요즘 그런 것도 잘 나와 있어서 그것만 봐도 다 본 거나 매한가지
1,키키 클립으로 보는 게 더 재밌음
1,한국인이라 하이라이트만 봄 ㅎ
1,전개 속도 못 기다려
1,인정. 난 한국에서 안 살면 못 살 듯 아마
1,키키 인정 답답한 거 못 참음…
1,"하 근데 재밌는 게 없다 요즘,"
1,예전 드라마와 예능에서 벗어나지 못하는 우리 ...
1,난 오늘 센과 치히로 봄... 그냥 틀어논 급이지만
1,인정 옛날이 진짜 재밌는 게 많았는데
1,예능도 요즘 다 거기서 거기임 관찰형
1,어제 무한도전 가요제 봤는데 레전드더라
1,무도 같은 프로그램이 나와야 하는데 다 거기서 거기 다 비슷해
1,인정 무도는 다시 돌려서 언제 보더라도 재밌어
1,지디에 아이유에 혁오에 미쳤음
1,요즘 옛날 영화 보는데 클래식 본 사람 있냐
1,나 아직 그건 안 봄
1,나도 그거 한 번도 안 보다가 남친이 좋아하는 영화라 최근에 봤거든? 진짜 그 오리지널틱 하면서도 순수한 로맨스도 보기 좋고 손예진 넘 예...
1,손예진 나오는 거? 존예더라 보고 싶어... 인스타에 요즘 많이 뜨던데
1,아니 그 예전 감성이 너무 좋아 ㅜ
1,와 손예진 진짜 언제까지 그렇게 매해 영화며 드라마 하나씩 대박 터뜨리고 매해 안 늙고 이뻐지고... 언제까지 그러실 건가요
1,ㅠㅠ 그니까 ㅜㅜ ㅠ 그냥 존예 너무 좋아 키키 함 봐야겠...
1,그니까 얼굴이 그렇게 작은데 눈은 왜케 크냐구
1,울 때 진짜 예쁨 ㅜㅜ 엉엉
1,근데 진짜 손예진도 미쳤는데 내 영원한 여신님은 전지현임...
1,그니까 지금도 전에도 앞으로도 예쁠 듯
1,전지현 도둑들 나왔을 때 레전드
1,나 진짜 도둑들 엄청 좋아하잖아.
1,근데 진짜 도둑들에서 나오는 전지현 매력에 150번 볼 때마다 새롭게 빠짐
1,도둑들도 다시 봐야겠다 난 사실 잘 기억이 안 남
1,도둑질하는 내용이지 간결하게 말하면 키키
1,키키 맞아 근데 도둑들 감독님이 연기 호흡이 매끄럽고 자연스럽고 빠르게 진행되는 걸 좋아해서 거기 배우들 다 배테랑이었는데도 연기 엄청 빡셌다고 하더라
1,호흡이 한 번에 연결돼서 대사 자연스럽고 매끄럽게 호다닥 지나감
1,키키 베테랑도 안 봄 뭐드라
1,갑자기 베테랑이라고 하니까 베테랑 보고 싶다
1,아 인정 아 영화 넘 보고 싶
1,영화 요즘 재밌는 거 없지 않냐
1,베테랑 유아인 나와서 어이없네 하는 그거임  키키
1,맞어 연기 진짜 잘해
1,아 그거임? 어이없네만 알아 키키
1,키키 그 떨어져서 죽고 그런 내용 나오는데 재밌엉 키키 함 봐봐
1,쿠키 반죽 들어간 아이스크림 알아?
1,알지 내 미국에서 인턴 할 때 많이 먹었음.
1,와 나는 유튜브에서만 봤는데... 엄청 맛있어 보인다.
1,우리나라에 팔던가?
1,내가 먹었던 거랑 똑같은 건가?
1,그건 모르겠는데 키키 지금 2+1 할인한다고 해서.
1,혼자 세 통씩 먹을 거가 너무 많잖아
1,그래서 같이 사자고 말하려던 참이지 하하
1,아 키키 근데 나는 재택용 음식 엄청 사 놔서 냉동실 자리 없음 키키
1,다이어터라고 거절 당할 줄 알았는데 키키 냉동실 하 ㅠ
1,키키 근데 안 먹어봤나? 그냥 특별한 거 모르겠다.
1,쿠키 반죽이 특별한 거지 뭘 모르네
1,그닥... 맛있긴 한데... 난 그거보다 셰이크를 더 많이 먹었었음
1,후루룩 마시는 걸 더 좋아하는 거 아님?
1,아니... 키키 케이크랑 아이스크림을 갈고 거기 뭘 더 넣고 그런 거 있잖아
1,아 키키 특별함 인정 키키 레벨이 다르네 알았다 혼자 다 먹지 뭐
1,먹다가 질리겠다 키키 하나쯤은 같이 사줄게
1,우리 아파트 리모델링 할 수도 있다며
1,나도 들었음. 우리 엄마는 이미 잔뜩 기대 중이심 키키
1,키키 나도 아빠한테 들었어. 근데 이거 하면 뭐가 좋은 거야?
1,구조는 남기고 다 새 거로 바꿔주는 거 아니가?
1,헐 맞나 대박이네. 안 그래도 우리 집 수압이 엄청 약해서 짜증 났었는데 이것도 갈아줌?
1,그건 지금 고쳐야 하는 거 아니가 리모델링 하는 데 몇 년 걸리는데 키키
1,아 키키 맞네... 그래도 지금까지 살았는데 어떻게 좀 더 안 버텨질까
1,졸졸졸 나오는 걸 어떻게 참지 성격 파탄 남
1,키키 맞음 그렇긴 함... 그래도 어차피 고쳐준다면...
1,아 너는 고쳐서 그대로 살 생각을 하네
1,우리 집인데 살아야지 너네는 다르게 해?
1,우리 엄마는 리모델링 하면 집값 많이 오른다고 바로 집 팔려고 하심
1,헐 어디가 계속 같은 동네에 살자 ㅠ
1,키키 아니 그냥 작은 평수로 옮기고 싶대 매물이 나올지는 모르지만
1,아 키키 그러네 너희 집은 이제 형제들 독립하고 그래서 방이 남긴 하네
1,어어 넓으니까 청소도 힘들고 관리가 잘 안되더라.
1,운전 연수 끝났나? 이제 운전 잘함?
1,아니 역시 며칠로는 안되는 것 같다...
1,키키 뭐했는데 그래도 이제 좀 겁은 안 나지 않나 어디로 갔음?
1,공항 가는 길 옆으로 빠지면 산성 있잖아 거기 구불구불한 길 커브 연습함.
1,거기는 차도 없잖아 마음 편하게 했겠다
1,그런데 가는 길에... 터널 쪽에서 갑자기 차 막히고 난리 나서 뇌 정지 옴 키키
1,아 키키 거기는 출근 시간 아니어도 항상 차 많음 키키
1,아니 안 그래도 긴장하고 있는데 사고도 났더라
1,대박이네 키키 신고식 화려하게 치렀네
1,그 이후에 엄마차 조수석에 타고 똑같은데 지나갔거든 나도 모르게 긴장해서 손에 땀 남
1,진짜 웃겨 그래도 그렇게 복잡한 데 아니면 할 수 있겠지 않아?
1,흠... 사람들이 왜 제주도 가서 연습하는지는 알겠음 키키 한산한 데서 연습하고 싶다.
1,근데 그래서 제주도에서 초보들이 사고 많이 낸대 키키
1,그게 내가 되면 어떡해 ㅠㅠ
1,키키 내 경험에 비춰보면 너처럼 겁 많으면 오히려 사고 안내더라
1,키키 너무 느리게 가서 사고 내고 싶어도 못 낸다  ㅎ... 하하
1,우리 집 뒤에 중국집 가지마
1,왜? 너 거기 좋아했잖아 맛있다며
1,다 다음 달까지 거기서 일하기로 했음... 바쁘니까 오지마 ㅠ
1,키키 아 진작 말해야지 내가 한번 서비스 맛보러 가야겠네~
1,가만 안 둔다 ... 키키 진짜 장사 잘 되더라 괜히 한다고 했나 봐 ㅠㅠ
1,키키 니가 맛있다고 한 거 보면 맛집이겠구나 싶긴 하더라
1,나만 아는 맛집인 줄 알았는데 무슨 배달 포장 주문이 끝이 없음
1,무슨 일 하는데? 요리를 니가 하는 건 아니고
1,서빙이랑 배달 포장 내가 맡음... 발바닥 땀 나게 뛰고 계속 반찬 담고 쓰레기 치우고
1,와 글로만 봐도 정신없다
1,어... 미치겠음 단무지가 나고 내가 단무지다...
1,그래도 배달이면 진상 손님 이런 건 없겠네
1,왜 없겠어 술 마시고 난장 피우면 진짜 미칠 것 같아 주먹이 운다
1,키키 니 성격에 서비스업? 을 할 줄은 몰랐어 어떻게 참아
1,그 일본에 과잉 친절 편의점 있잖아 내가 그 사람이다 생각하고 연기하면 어떻게 되긴 함
1,키키 연기력까지 필요하네 아 너무 궁금해
1,요새 군대 편한가 봄? 옛날이랑 다르네
1,왜 그러는데 니 어디 가서 그런 말 하면 돌 맞는다  키키
1,남친 휴가 나왔는데 살쪘길래 못 알아볼 뻔했어
1,아 키키 힘들면 살찌는 타입인 거 아니야? 잘해줘
1,시간 날 때마다 무슨 파이 과자 이런 거 한통씩 사 먹었대
1,달달한 게 스트레스 받을 때 좋긴 하지? 나도 그렇긴 해
1,십 분에 한통씩 먹었다니까? 밥 안주냐고 키키
1,키키 스트레스 받은 거 먹는 걸로 푸는 타입인 거 아냐? 너는 이해해줘야지~  ㅠㅠ
1,원래 안 그랬는데 ㅠ 하 이걸... 과자를 보내줄까 싶다 가도... 그것도 걱정됨 키키
1,흠 내 주변에는 군대에 있을 때 좀 이상해져도 제대하면 멀쩡해지더라 걍 지금은 원하는 대로 해줘~
1,하긴... 훈련이 힘드니까 먹는 거라도 스트레스 안 받고 먹어야지... 알았어...
1,근데 우리 오빠는 군대 가서 운동해 가지고 제대할 때 식스팩 만들어 옴
1,와 그게 더 대단한 거 아니야?
1,거들먹 거리는 거 짜증 나던데 몸은 좋긴 하더라
1,키키 아 생각해보니 오히려 운동이 더 마음 편해야 할 수 있는 것 같기도 하고
1,헉 그렇네 니 남친 더 불쌍하게 느껴짐 키키 과자 많이 사줘라...
1,일요일에 점심때로 약속 미뤄도 돼? 토익 있는 걸 깜빡했네
1,괜찮은데... 갑자기 웬 토익? 오랜만에 듣네
1,대학원 가려고... 근데 토익 점수 내란다.
1,너 점수 있잖아 또 쳐?
1,재작년에 친 거라서 또 토익이랑 일본어랑 다 새로 쳐야 함 ㅠㅠ
1,아... 외국어는 2년마다 갱신해야 하지 아깝다 그 때 점수 엄청 잘 나왔지 않나
1,맞아 그때는 운이 좋기도 했고 한번에 끝내려고 학원 다녔어서
1,실력 어디 안 가지 키키 마음 편하게 치고 와
1,치긴 치는데 학원 다니기 귀찮은데... 여러 번 치기엔 시간과 비용이 아까움 하
1,재작년에 다녔던 학원에 다시 가면 안돼? 한번에 끝냈다며
1,그 선생님 진짜 잘 가르쳐줬는데 학원을 옮기셔서 이제 서면에서만 하더라고
1,아 키키 서면이면 좀 머네 왔다 갔다 힘들긴 하겠다.
1,응응 그리고 지금 인기 너무 많아서 강의 신청이 티켓팅이나 마찬가지임 그리고 2년 지났다고 엄청 비싸짐 ㅠㅠ 키키
1,와 듣고 싶다고 들을 수 있는 게 아니었네 키키 그래도 그만큼 확실한 결과를 보장하겠지
1,그렇긴 함 선생님이 너무 열정이 넘치셔서 나도 모르게 몰입하게 되더라
1,우와 그럴 수가 있나 후기 같은 거 보고 싶은데 없나?
1,엄마 생신 선물 눈치 게임 실패했다 아 키키
1,왜 너희 오빠랑 같이 준비해서 드린다고 했잖아
1,올해는 따로 하기로 했지 근데 엄마가 갖고 싶은 거 있다고 하시는 거야
1,너희 어머니 은근 취향 까다로우시지 않나 궁금하네
1,어어 올해는 커피 핸드드립 하는 거... 세트랑 스마트워치 갖고 싶다 하심
1,와 그래도 구체적으로 말씀해주시는 건 좋다 고민 안 해도 되네
1,키키 그렇긴 하지 그래서 냉큼 내가 핸드드립 선택했거든 오빠 보고 스마트워치 사라고 하고
1,당연히 그래야지 오빠가 더 벌잖아 키키 각자 그릇에 맞게 하기~
1,아 근데 내가 더 돈 많이 썼더라 키키 그래서 오빠한테 아빠도 그런 거 좋아하신다고 두 개 사라고 함
1,어머니 생신 아니냐고 키키 갑자기 아버지 선물까지
1,어차피 아빠 생신도 얼마 안 남았음 겸사겸사 하는 거지 하... 나는 또 뭐 드리지
1,아버지들 선물 챙기기 은근 고민스럽지 않냐 뭘 필요로 하시는지 잘 모르겠음
1,맞아 작년에 신발 사드렸는데 뭔가 100퍼센트 만족하시는 것 같지 않아서 돈 쓰고도 아쉬웠음.
1,역시 현금인가...? 유튜브 보니까 부모님 선물로 용돈 케이크 같은 거 많이 하더라 키키
1,아 키키 그런 것도 많더라 우리 할머니 칠순 때도 무슨 지폐부채? 같은 거 나왔음
1,근데 생각해보니 지폐로 이거 준비하는 게 더 돈 많이 들겠다 키키
1,요즘에 엄마가 나 씻고 화장하면 남자 만나냐고 물어봄 키키
1,갑자기? 키키 집이랑 회사만 왔다 갔다 하는데 연애 할 건덕지가 어딨어
1,살 빠졌다고 이쁜 옷 사 입어서 그런가 하 마음 아프다 기대하시는 거 키키
1,어떻게 해... 근데 웃겨 ㅠㅠ 키키 평소에 대체 어떻게 하고 다니냐고 키키
1,알잖아 나 평소에는 진짜 편하게 동네 마실룩으로 다님 화장도 안하고
1,의심하실 만하네 갑자기 웬일로 화장한 거야 나도 궁금하다
1,그래도 일 년에 몇 번은 꼬까옷 입고 꾸미고 나가는 날도 있는 거지...
1,키키 맞아 매일 꾸미긴 귀찮지 근데 진짜 연애 할 때 안됐나?
1,연애는 혼자 하냐고 키키 어릴 때는 소개팅 같은 거라도 종종 했는데 이제는 아예...
1,숙연해지네... 근데 요즘 우리가 나이가 차서 그런지 주변에서 막 기대하긴 하더라
1,ㄹㅇ 전혀 기미도 안보이던 친구들도 연락 안 하다가 어느 날 결혼한다고 청첩장 보냄.
1,친구 맞냐고 키키  근데 진짜 최근에 갑자기 결혼 많이 함 ㅠ
1,맞제 뭔가 주변 분위기도 좀 달라져서 나도 얼른 연애하고 결혼해야 할 것 같은 기분 들 때 있음
1,하 주변에 결혼 잘한 사람들 보면 나도 혹하긴 하는데 그게 쉽냐고~
1,맞아 맞아 나도 점점 까다로워지기만 해서 소개도 못 받아 ㅠ 키키
1,하 서로 좋은 사람 있으면 연결 시켜주기로 하자...
1,오늘 친구네 강아지 산책하는데 따라갔다 왔다~
1,와 부러워 전에 그 바닷가 사는 애 ?
1,어어폰 하고 있는데 옆에 여자들이 쟤 너무 귀엽다~ 해서 보니까 걔더라 ㅠㅠ
1,키키 사람들 보는 눈 다 똑같지 나도 사진만 봐도 엄청 이쁘게 생겼다 생각했음
1,맥주 집 테라스 석에서 강아지 의자에 앉혀 놓고 한잔하는데 옆자리 멍이랑 인사도 했음
1,귀여워 ㅠㅠ 키키 역시 다른 강아지들이랑 친한 척 하는 데에는 강아지가 있어야 하네...
1,확실히 그 편이 키키 주인들이 경계를 덜 하긴 하지
1,주인들끼리 강아지인 척하면서 인사 한다매 키키 니도 했나
1,나는 내 강아지가 아니어서 얌전히 구경했는데... 찐 주인들끼린 하더라 키키 귀엽
1,아 웃겨 보고 싶네 키키 사진 많이 찍었나?
1,당연 동영상도 찍었음 만나면 보여줄게
1,자랑 좀 해줘 전에 보니까 훈련도 잘 되어 있더만
1,못하는거 없지~ 이제 내 말도 잘 들음 ㅎ
1,앉아랑 코랑 브이도 함
1,간식 있어야 하는 거 아님? 키키
1,응응 키키 그래도 이제 나 보면 친한 척도 하고 기분 좋다고 방방 뜀 ㅠ 감동
1,너 전에 만났던 거 기억하는 거? 진짜 똑똑하다... ㅠㅠ
1,주말에 보드 타러 갈래? 사상에 괜찮은 데 있음 잘 가르치던대
1,뭐 바퀴 달린 거? 그거 위험하지 않나 너무 무서운데
1,나 한번 타봤다. 당연히 그 보호 장구 다 하고 타지 초보는
1,그래도... 나 균형 감각 안 좋아서 올라서자마자 넘어질 것 같음 키키
1,너무 겁먹은 거 아니냐고 키키
1,너 스노우보드 탈 줄 알지 않냐
1,타본 적은 있는데 좀 오래됐음 키키
1,보드는 다 비슷하다던데 아 너 최근에 서핑도 했다고 했잖아
1,서핑은 넘어져도 안 아프잖아 ㅠ 키키 다르다
1,그거야 그렇지만... 키키 너 서핑 할 줄 알면 스케이트보드도 잘 탈 것 같은데 자세가 비슷하잖아
1,하 그래도 마음이 준비가 안된다... 차라리 니가 이번 주에 서핑 가는 건 어떤데
1,헐 괜찮은데 근데 나 서핑 한번도 안 해봄 요새 서핑하기엔 춥지 않아?
1,요즘 날씨가 딱이지 서핑 할 때는 너무 맑기만 해도 별로야 바람이 불어야 재밌음
1,나 장비 아무것도 없는데 ㅠ 비싼 거 아니야?
1,당연히 다 대여해주지~ 1회 타는데 한... 5~6만원?
1,엥 스케이트보드랑 똑같네 한번 타는데 한 십만 원 할 줄 알았다
1,무슨 부자 취미고 그게 그러면 내가 안 했지 키키 잘됐다 이번 주에 가자
1,저녁에 일정 있어? 피방 가자
1,나 요즘에 하는 게임 없는데 뭐 하려고
1,오버워치 ㅠ 나 혼자 가면 매칭 너무 안된다 파티 해야 그나마 큐 잡힘
1,아니 그게 언제 적 게임인데 그걸 아직도 하냐고~
1,니가 나한테 영업 했잖아 ㅠ 같이하자 내가 탱설게
1,아니 키키 망한 게임 안 한다고요 차라리 롤하자 그건 종종 함
1,뭔 키키 더 오래된 게임을 하자고 해 나 그건 할 줄은 아는데 잘하진 못해...
1,다르지 롤은 아직도 대세라고 키키
1,그럼 둘 다 하자 시간 나눠서 하하 어때
1,오케이 어차피 나도 잘 못함 키키 자주 안 해서
1,좋지 좋지 즐기면서 하는 거지~ 이러고 오 분 뒤에 샷건 침 키키
1,아 창피하니까 제발 조용히 게임 하자 부탁이다 키키
1,알겠어... 하 몰입해야 재밌는데 집이 아니어서 아쉽네
1,그렇게 게임을 좋아하는데 데스크톱 하나 해로 장만하는 게 어떻노
1,그래야겠음 게이밍 노트북이긴한데 요샌 너무 힘겨워하더라
1,피시방에 들인 돈으로 저금하면 3개월 안에 산다 ㄹㅇ
1,일본 진짜 가고 싶다 ㅠㅠ
1,나 요새 맨날 이 애기 하잖아
1,인정 키키 솔직히 너 일본에서 명예 시민권 줬어야 함 키키
1,요즘 시국이 이래서... 너무 그립다... 거의 제 2의 고향임 키키
1,뭐가 제일 좋았는데?
1,나는 일본에서 큰 임팩트가 없었던 것 같은데
1,솔직히 말하면 그 분위기 자체로 좋고... 일본에서 먹었던 음식들이 그리워 ㅠㅠ
1,음식 맛있지! 니가 추천해줬던 술집 좋았는데 다 먹고 나가면 딱 심야 산책하기도 좋았어 키키
1,그래! 그 감성이 필요하다... 거리를 걷기만 해도 그 지역 특유의 냄새가 있잖아 뭔지 알지
1,아 키키 알 것 같기도 하고? 나는 그냥 여행이면 다 좋아... 현실에서 벗어나는 그 느낌이
1,그래서 그런가? 나는 특정한 나라를 가고 싶어하고 너는 국내 여행도 곧잘 가서 신기하더라
1,그냥 회사만 안 가도 행복하다 지난주에도 제주도 갔다 옴 키키
1,소리 소문 없이 제주도까지 갔다가 오네 키키 가서 뭐했는데?
1,다른 사람들 하는 거 다 했지~ 숲길 산책도 하고 경치 좋은 카페에서 노닥거리고
1,여유 그 자체... 부러워... 나도 제주도라도 다녀올까...
1,휴가 온 사람이 꽤 있긴 하더라 키키 그런데 지금은 엄청 더울걸?
1,맞아... 그런데 섬이라 그런지 왠지 여름에 가야 할 것 같은 기분이 들어 키키
1,제주도는 어느 계절에 가도 좋긴 해~ 시기마다 다른 매력이 있는 것 같아
1,여름 옷 잔뜩 샀는데... 못 입은 옷 많은데 가을 된 것 같아 어이없어
1,뭐 샀는데? 보자~ 날씨가 오락가락하던데 아직 낮에는 쨍쨍해
1,ㅠㅠ 나 어제 크롭 반팔 티셔츠 입고 나갔다가 감기 걸렸어
1,키키 환절기엔 외투 필수지 외투는 안 샀어?
1,있긴 한데 생각도 못했어... 그냥 반팔 입고 다녔는데 바람도 쌩쌩 불고 너무 추웠어 ㅠㅠ
1,지금 딱 트렌치코트~ 라이더자켓 입는 시기인 것 같은데...
1,맞는 듯 키키 사람들 지금이야! 하고 입는 거 너무 웃기다 키키
1,그런데 또 엊그제는 갑자기 소나기 쏟아졌었잖아
1,와 나 그날 되게 당황스러웠어 일기예보에는 비 1%였는데 폭우 쏟아짐
1,맞아 맞아 키키 나 사진 찍기로 했었는데 잠깐 뭐 사러 들어갔다 나오니까 캄캄하더라
1,이런 거 생각하면 가을은 또 아닌가?
1,우리나라도 점점 아열대 기후처럼 변하는 것 같아
1,ㄹㅇ 엊그제 그 날씨는 스콜이라고밖엔 말 못함 키키
1,어어 머리로는 곧 그칠 소나기다... 하는데 어찌나 쏟아지는지 키키
1,비 온 뒤라서 하늘도 되게 이뻤겠다 사진은 잘 나왔겠네 키키
1,그 이후엔 또 얼굴 익을 정도로 쨍쨍 비춰 주더라구~ 하늘은 잘 나오더라 키키
